3825,3588,2458,Hold 
3795,3567,2407,Hold 
3862,3415,2388,Hold 
3800,3501,2463,Hold 
3839,3414,2334,Hold 
3833,3501,2247,Hold 
3769,3505,2339,Hold 
3767,3524,2406,Hold 
3858,3553,2452,Hold 
3819,3571,2479,Hold 
3871,3397,2367,Hold 
3725,3454,2428,Hold 
3827,3561,2481,Hold 
3811,3316,2344,Hold 
3806,3328,2341,Hold 
3845,3338,2339,Hold 
3761,3389,2351,Hold 
3807,3385,2383,Hold 
3795,3313,2330,Hold 
3745,3352,2385,Hold 
3711,3373,2380,Hold 
3789,3501,2441,Hold 
3799,3475,2423,Hold 
3742,3360,2394,Hold 
3779,3332,2333,Hold 
3895,3429,2353,Hold 
3747,3503,2387,Hold 
3767,3343,2343,Hold 
3727,3377,2325,Hold 
3719,3497,2353,Hold 
3723,3400,2326,Hold 
3801,3311,2271,Hold 
3659,3421,2349,Hold 
3763,3501,2425,Hold 
3684,3377,2363,Hold 
3743,3373,2389,Hold 
3763,3525,2460,Hold 
3865,3488,2415,Hold 
3851,3484,2431,Hold 
3809,3549,2493,Hold 
3890,3403,2407,Hold 
3735,3322,2389,Hold 
3849,3427,2407,Hold 
3707,3455,2439,Hold 
3710,3419,2393,Hold 
3598,3309,2334,Hold 
3777,3343,2347,Hold 
3661,3490,2445,Hold 
3794,3489,2404,Hold 
3815,3358,2321,Hold 
3771,3497,2423,Hold 
3715,3505,2425,Hold 
3691,3483,2455,Hold 
3771,3348,2379,Hold 
3637,3433,2411,Hold 
3827,3453,2415,Hold 
3633,3408,2419,Hold 
3661,3482,2441,Hold 
3717,3490,2431,Hold 
3659,3488,2468,Hold 
3860,3365,2362,Hold 
3621,3478,2463,Hold 
3807,3433,2407,Hold 
3715,3480,2383,Hold 
3643,3417,2373,Hold 
3783,3372,2337,Hold 
3671,3392,2389,Hold 
3655,3492,2435,Hold 
3583,3400,2392,Hold 
3715,3388,2415,Hold 
3674,3368,2359,Hold 
2411,3597,1463,Help 
2348,3492,1409,Help 
2387,3497,1379,Help 
2546,3582,1451,Help 
2525,3519,1418,Help 
2423,3592,1469,Help 
2486,3508,1429,Help 
2459,3669,1537,Help 
2445,3638,1509,Help 
2442,3619,1466,Help 
2571,3581,1461,Help 
2456,3514,1323,Help 
2435,3571,1442,Help 
2577,3567,1465,Help 
2523,3665,1507,Help 
2487,3519,1395,Help 
2607,3629,1439,Help 
2479,3679,1499,Help 
2598,3625,1452,Help 
2597,3700,1531,Help 
2568,3563,1433,Help 
2523,3731,1535,Help 
2518,3745,1553,Help 
2535,3636,1399,Help 
2453,3701,1492,Help 
2537,3628,1462,Help 
2495,3691,1511,Help 
2441,3604,1455,Help 
2539,3539,1443,Help 
2581,3541,1422,Help 
2501,3621,1510,Help 
2568,3519,1486,Help 
2541,3527,1482,Help 
2476,3603,1525,Help 
2576,3569,1427,Help 
2593,3723,1541,Help 
2466,3578,1483,Help 
2612,3730,1562,Help 
2533,3579,1457,Help 
2623,3777,1611,Help 
2547,3704,1573,Help 
2628,3509,1500,Help 
2509,3555,1514,Help 
2645,3595,1539,Help 
2649,3672,1594,Help 
2605,3697,1597,Help 
2533,3643,1590,Help 
2597,3566,1518,Help 
2570,3660,1603,Help 
2621,3669,1575,Help 
2582,3673,1563,Help 
2571,3610,1547,Help 
2670,3561,1498,Help 
2607,3544,1512,Help 
2595,3707,1605,Help 
2567,3679,1609,Help 
2630,3552,1534,Help 
2598,3704,1615,Help 
2635,3561,1526,Help 
2585,3716,1649,Help 
2635,3579,1545,Help 
2603,3753,1693,Help 
2625,3574,1548,Help 
2584,3641,1595,Help 
2641,3777,1691,Help 
2611,3758,1655,Help 
2595,3595,1544,Help 
2597,3593,1570,Help 
2591,3681,1641,Help 
2649,3802,1713,Help 
2590,3708,1641,Help 
2581,3716,1648,Help 
2705,3652,1596,Help 
2711,3668,1611,Help 
2590,3716,1641,Help 
2690,3645,1540,Help 
2739,3725,1629,Help 
2682,3781,1692,Help 
2714,3689,1621,Help 
2713,3768,1688,Help 
2694,3653,1608,Help 
2706,3659,1608,Help 
2590,3699,1667,Help 
3551,3196,1479,ExcuseMe 
3617,3255,1487,ExcuseMe 
3673,3252,1543,ExcuseMe 
3823,3407,1617,ExcuseMe 
3832,3349,1587,ExcuseMe 
3779,3326,1609,ExcuseMe 
3679,3444,1599,ExcuseMe 
3743,3485,1677,ExcuseMe 
3775,3324,1562,ExcuseMe 
3834,3476,1663,ExcuseMe 
3679,3480,1718,ExcuseMe 
3575,3387,1675,ExcuseMe 
3694,3364,1631,ExcuseMe 
3663,3485,1689,ExcuseMe 
3455,3438,1715,ExcuseMe 
3542,3355,1605,ExcuseMe 
3539,3467,1708,ExcuseMe 
3497,3447,1685,ExcuseMe 
3670,3561,1674,ExcuseMe 
3496,3501,1656,ExcuseMe 
3463,3626,1741,ExcuseMe 
3613,3653,1711,ExcuseMe 
3546,3536,1626,ExcuseMe 
3455,3555,1674,ExcuseMe 
3620,3538,1661,ExcuseMe 
3589,3532,1665,ExcuseMe 
3597,3542,1676,ExcuseMe 
3621,3575,1703,ExcuseMe 
3663,3624,1743,ExcuseMe 
3727,3516,1666,ExcuseMe 
3638,3668,1759,ExcuseMe 
3722,3559,1707,ExcuseMe 
3801,3676,1791,ExcuseMe 
3759,3672,1746,ExcuseMe 
3755,3702,1771,ExcuseMe 
3712,3578,1707,ExcuseMe 
3895,3604,1685,ExcuseMe 
3862,3511,1617,ExcuseMe 
3815,3558,1651,ExcuseMe 
3754,3300,1597,ExcuseMe 
3751,3525,1751,ExcuseMe 
3939,3508,1716,ExcuseMe 
3791,3500,1758,ExcuseMe 
3867,3441,1735,ExcuseMe 
3763,3503,1773,ExcuseMe 
3757,3530,1775,ExcuseMe 
3771,3399,1690,ExcuseMe 
3746,3485,1756,ExcuseMe 
3842,3388,1693,ExcuseMe 
3797,3415,1648,ExcuseMe 
3729,3404,1675,ExcuseMe 
3703,3541,1733,ExcuseMe 
3709,3554,1678,ExcuseMe 
3779,3323,1678,ExcuseMe 
3615,3266,1483,ExcuseMe 
3723,3385,1645,ExcuseMe 
3621,3324,1495,ExcuseMe 
3715,3363,1552,ExcuseMe 
3600,3284,1559,ExcuseMe 
3799,3359,1603,ExcuseMe 
3775,3260,1550,ExcuseMe 
3769,3390,1615,ExcuseMe 
3659,3434,1691,ExcuseMe 
3778,3270,1576,ExcuseMe 
3777,3370,1673,ExcuseMe 
3755,3173,1591,ExcuseMe 
3695,3364,1624,ExcuseMe 
3891,3429,1692,ExcuseMe 
3861,3272,1601,ExcuseMe 
3923,3390,1652,ExcuseMe 
3757,3481,1716,ExcuseMe 
3799,3281,1555,ExcuseMe 
3757,3518,1787,ExcuseMe 
3856,3323,1684,ExcuseMe 
3735,3319,1679,ExcuseMe 
3767,3475,1760,ExcuseMe 
3839,3355,1685,ExcuseMe 
3729,3490,1749,ExcuseMe 
3943,3347,1665,ExcuseMe 
3825,3323,1625,ExcuseMe 
2502,2463,2634,ThankYou 
2483,2639,2707,ThankYou 
2463,2464,2581,ThankYou 
2557,2479,2629,ThankYou 
2653,2601,2689,ThankYou 
2638,2531,2653,ThankYou 
2567,2650,2679,ThankYou 
2503,2567,2685,ThankYou 
2544,2535,2674,ThankYou 
2565,2533,2631,ThankYou 
2576,2675,2743,ThankYou 
2677,2591,2693,ThankYou 
2566,2549,2654,ThankYou 
2671,2682,2718,ThankYou 
2686,2658,2700,ThankYou 
2590,2526,2653,ThankYou 
2629,2689,2748,ThankYou 
2688,2563,2613,ThankYou 
2551,2632,2644,ThankYou 
2548,2545,2650,ThankYou 
2648,2520,2624,ThankYou 
2593,2673,2749,ThankYou 
2659,2514,2642,ThankYou 
2543,2583,2734,ThankYou 
2554,2637,2767,ThankYou 
2610,2484,2611,ThankYou 
2673,2535,2647,ThankYou 
2579,2503,2661,ThankYou 
2557,2649,2778,ThankYou 
2679,2622,2761,ThankYou 
2724,2602,2775,ThankYou 
2598,2531,2747,ThankYou 
2568,2593,2754,ThankYou 
2602,2674,2873,ThankYou 
2735,2581,2727,ThankYou 
2605,2693,2845,ThankYou 
2624,2693,2847,ThankYou 
2590,2538,2746,ThankYou 
2646,2690,2801,ThankYou 
2591,2700,2851,ThankYou 
2610,2545,2750,ThankYou 
2713,2569,2760,ThankYou 
2730,2610,2762,ThankYou 
2531,2624,2814,ThankYou 
2599,2655,2714,ThankYou 
2590,2660,2731,ThankYou 
2603,2701,2793,ThankYou 
2731,2682,2817,ThankYou 
2731,2668,2828,ThankYou 
2594,2687,2863,ThankYou 
2688,2565,2772,ThankYou 
2676,2543,2755,ThankYou 
2561,2680,2882,ThankYou 
2616,2715,2851,ThankYou 
2704,2581,2801,ThankYou 
2673,2567,2799,ThankYou 
2639,2729,2877,ThankYou 
2618,2698,2867,ThankYou 
2733,2689,2847,ThankYou 
2663,2753,2911,ThankYou 
2743,2683,2897,ThankYou 
2709,2592,2820,ThankYou 
2546,2644,2719,ThankYou 
2595,2574,2749,ThankYou 
2680,2724,2813,ThankYou 
2643,2743,2835,ThankYou 
2613,2735,2851,ThankYou 
2669,2572,2747,ThankYou 
2650,2575,2735,ThankYou 
2721,2715,2847,ThankYou 
2651,2755,2847,ThankYou 
2710,2724,2879,ThankYou 
2597,2659,2799,ThankYou 
2687,2719,2832,ThankYou 
2608,2634,2843,ThankYou 
2594,2725,2849,ThankYou 
2591,2625,2832,ThankYou 
2709,2623,2822,ThankYou 
2729,2633,2804,ThankYou 
2739,2673,2827,ThankYou 
2600,2628,2803,ThankYou 
